starttime	seconds	ctime	dtime	ttime	wait
Sun Dec 11 17:01:58 2022	1670749318	0	378	378	378
Sun Dec 11 17:01:58 2022	1670749318	0	378	379	378
Sun Dec 11 17:01:58 2022	1670749318	0	378	379	378
Sun Dec 11 17:01:58 2022	1670749318	0	378	379	378
Sun Dec 11 17:01:57 2022	1670749317	0	378	379	378
Sun Dec 11 17:01:54 2022	1670749314	0	378	379	378
Sun Dec 11 17:01:56 2022	1670749316	0	378	379	378
Sun Dec 11 17:01:57 2022	1670749317	0	379	379	378
Sun Dec 11 17:01:59 2022	1670749319	0	379	379	378
Sun Dec 11 17:01:58 2022	1670749318	0	379	379	379
Sun Dec 11 17:01:57 2022	1670749317	0	379	379	378
Sun Dec 11 17:01:56 2022	1670749316	0	379	379	378
Sun Dec 11 17:01:54 2022	1670749314	0	379	379	378
Sun Dec 11 17:01:57 2022	1670749317	0	379	379	378
Sun Dec 11 17:01:56 2022	1670749316	0	379	379	378
Sun Dec 11 17:01:57 2022	1670749317	0	379	379	378
Sun Dec 11 17:01:59 2022	1670749319	0	379	379	379
Sun Dec 11 17:01:55 2022	1670749315	0	379	379	379
Sun Dec 11 17:01:57 2022	1670749317	0	379	379	378
Sun Dec 11 17:01:58 2022	1670749318	0	379	379	379
Sun Dec 11 17:02:00 2022	1670749320	0	379	379	378
Sun Dec 11 17:01:57 2022	1670749317	0	379	379	379
Sun Dec 11 17:01:59 2022	1670749319	0	379	379	379
Sun Dec 11 17:01:57 2022	1670749317	0	379	380	379
Sun Dec 11 17:01:55 2022	1670749315	0	379	380	379
Sun Dec 11 17:01:56 2022	1670749316	0	380	380	379
Sun Dec 11 17:01:58 2022	1670749318	0	380	380	379
Sun Dec 11 17:01:58 2022	1670749318	0	380	380	379
Sun Dec 11 17:01:57 2022	1670749317	0	380	380	379
Sun Dec 11 17:01:56 2022	1670749316	0	380	380	379
Sun Dec 11 17:01:58 2022	1670749318	0	380	380	379
Sun Dec 11 17:01:54 2022	1670749314	0	380	380	378
Sun Dec 11 17:01:58 2022	1670749318	0	380	380	379
Sun Dec 11 17:01:58 2022	1670749318	0	380	380	379
Sun Dec 11 17:01:59 2022	1670749319	0	380	380	379
Sun Dec 11 17:01:59 2022	1670749319	0	380	380	380
Sun Dec 11 17:01:53 2022	1670749313	0	380	380	379
Sun Dec 11 17:01:59 2022	1670749319	0	380	380	379
Sun Dec 11 17:01:59 2022	1670749319	0	380	380	380
Sun Dec 11 17:01:57 2022	1670749317	0	380	380	380
Sun Dec 11 17:01:58 2022	1670749318	0	380	380	380
Sun Dec 11 17:01:56 2022	1670749316	0	380	380	380
Sun Dec 11 17:01:55 2022	1670749315	0	380	381	380
Sun Dec 11 17:01:59 2022	1670749319	0	380	381	380
Sun Dec 11 17:01:58 2022	1670749318	0	381	381	380
Sun Dec 11 17:01:59 2022	1670749319	0	381	381	380
Sun Dec 11 17:01:58 2022	1670749318	0	381	381	379
Sun Dec 11 17:01:55 2022	1670749315	0	381	381	380
Sun Dec 11 17:01:54 2022	1670749314	0	381	381	380
Sun Dec 11 17:01:58 2022	1670749318	0	381	381	380
Sun Dec 11 17:01:55 2022	1670749315	0	381	381	380
Sun Dec 11 17:01:58 2022	1670749318	0	381	381	380
Sun Dec 11 17:01:55 2022	1670749315	0	381	381	380
Sun Dec 11 17:01:57 2022	1670749317	0	381	381	380
Sun Dec 11 17:01:58 2022	1670749318	0	381	381	380
Sun Dec 11 17:01:59 2022	1670749319	0	381	381	380
Sun Dec 11 17:01:57 2022	1670749317	0	381	381	380
