starttime	seconds	ctime	dtime	ttime	wait
Sun Dec 11 17:01:56 2022	1670749316	0	381	381	380
Sun Dec 11 17:01:59 2022	1670749319	0	381	381	381
Sun Dec 11 17:01:57 2022	1670749317	0	381	381	380
Sun Dec 11 17:01:56 2022	1670749316	0	381	381	381
Sun Dec 11 17:01:56 2022	1670749316	0	381	381	381
Sun Dec 11 17:01:59 2022	1670749319	0	381	381	381
Sun Dec 11 17:02:00 2022	1670749320	0	381	381	381
Sun Dec 11 17:01:59 2022	1670749319	0	381	381	381
Sun Dec 11 17:01:57 2022	1670749317	0	381	381	381
Sun Dec 11 17:01:56 2022	1670749316	0	381	381	381
Sun Dec 11 17:02:00 2022	1670749320	0	381	381	380
Sun Dec 11 17:01:57 2022	1670749317	0	381	382	381
Sun Dec 11 17:01:58 2022	1670749318	0	381	382	381
Sun Dec 11 17:01:58 2022	1670749318	0	381	382	381
Sun Dec 11 17:02:00 2022	1670749320	0	381	382	381
Sun Dec 11 17:01:58 2022	1670749318	0	381	382	380
Sun Dec 11 17:01:56 2022	1670749316	0	381	382	381
Sun Dec 11 17:01:54 2022	1670749314	0	382	382	381
Sun Dec 11 17:02:00 2022	1670749320	0	382	382	381
Sun Dec 11 17:01:57 2022	1670749317	0	382	382	381
Sun Dec 11 17:01:59 2022	1670749319	0	382	382	381
Sun Dec 11 17:01:54 2022	1670749314	0	382	382	381
Sun Dec 11 17:01:56 2022	1670749316	0	382	382	381
Sun Dec 11 17:01:58 2022	1670749318	0	382	382	381
Sun Dec 11 17:01:58 2022	1670749318	0	382	382	381
Sun Dec 11 17:01:58 2022	1670749318	0	382	382	381
Sun Dec 11 17:02:01 2022	1670749321	0	382	382	381
Sun Dec 11 17:01:54 2022	1670749314	0	382	382	381
Sun Dec 11 17:01:56 2022	1670749316	0	382	382	381
Sun Dec 11 17:01:58 2022	1670749318	0	382	382	381
Sun Dec 11 17:02:00 2022	1670749320	0	382	382	382
Sun Dec 11 17:01:59 2022	1670749319	0	382	382	382
Sun Dec 11 17:01:57 2022	1670749317	0	382	382	382
Sun Dec 11 17:02:00 2022	1670749320	0	382	382	382
Sun Dec 11 17:01:57 2022	1670749317	0	382	382	382
Sun Dec 11 17:01:58 2022	1670749318	0	382	382	382
Sun Dec 11 17:01:58 2022	1670749318	0	382	382	382
Sun Dec 11 17:01:57 2022	1670749317	0	382	382	382
Sun Dec 11 17:01:57 2022	1670749317	0	382	382	381
Sun Dec 11 17:02:00 2022	1670749320	0	382	382	382
Sun Dec 11 17:01:57 2022	1670749317	0	382	382	381
Sun Dec 11 17:01:59 2022	1670749319	0	382	382	382
Sun Dec 11 17:02:00 2022	1670749320	0	382	382	381
Sun Dec 11 17:01:57 2022	1670749317	0	382	383	382
Sun Dec 11 17:02:01 2022	1670749321	0	382	383	382
Sun Dec 11 17:01:55 2022	1670749315	0	383	383	382
Sun Dec 11 17:01:58 2022	1670749318	0	382	383	381
Sun Dec 11 17:01:57 2022	1670749317	0	383	383	382
Sun Dec 11 17:01:55 2022	1670749315	0	383	383	382
Sun Dec 11 17:01:54 2022	1670749314	0	383	383	382
Sun Dec 11 17:01:58 2022	1670749318	0	383	383	382
Sun Dec 11 17:01:56 2022	1670749316	0	383	383	382
Sun Dec 11 17:02:00 2022	1670749320	0	383	383	382
Sun Dec 11 17:02:00 2022	1670749320	1	382	383	381
Sun Dec 11 17:01:56 2022	1670749316	0	383	383	382
Sun Dec 11 17:01:58 2022	1670749318	0	383	383	382
Sun Dec 11 17:02:00 2022	1670749320	0	383	383	382
Sun Dec 11 17:02:00 2022	1670749320	0	383	383	382
Sun Dec 11 17:01:59 2022	1670749319	0	383	383	382
Sun Dec 11 17:02:00 2022	1670749320	0	383	383	383
Sun Dec 11 17:01:58 2022	1670749318	0	383	383	383
Sun Dec 11 17:01:59 2022	1670749319	0	383	383	383
Sun Dec 11 17:01:57 2022	1670749317	0	383	383	383
Sun Dec 11 17:02:00 2022	1670749320	0	383	383	383
Sun Dec 11 17:01:55 2022	1670749315	0	383	383	382
Sun Dec 11 17:02:00 2022	1670749320	0	383	383	383
Sun Dec 11 17:01:59 2022	1670749319	0	383	383	382
Sun Dec 11 17:01:58 2022	1670749318	0	383	383	383
Sun Dec 11 17:01:56 2022	1670749316	0	383	383	383
Sun Dec 11 17:01:57 2022	1670749317	0	383	383	383
Sun Dec 11 17:01:58 2022	1670749318	0	383	383	383
Sun Dec 11 17:01:53 2022	1670749313	0	383	384	383
Sun Dec 11 17:01:57 2022	1670749317	0	383	384	383
Sun Dec 11 17:01:57 2022	1670749317	0	384	384	383
Sun Dec 11 17:02:01 2022	1670749321	0	384	384	383
Sun Dec 11 17:01:56 2022	1670749316	0	384	384	383
Sun Dec 11 17:01:55 2022	1670749315	0	384	384	384
Sun Dec 11 17:01:55 2022	1670749315	0	384	384	383
Sun Dec 11 17:01:55 2022	1670749315	0	384	384	384
Sun Dec 11 17:01:56 2022	1670749316	0	384	384	384
Sun Dec 11 17:01:58 2022	1670749318	0	384	384	384
Sun Dec 11 17:01:54 2022	1670749314	0	384	384	384
Sun Dec 11 17:01:56 2022	1670749316	0	384	384	384
Sun Dec 11 17:01:59 2022	1670749319	0	384	384	383
Sun Dec 11 17:01:54 2022	1670749314	0	384	384	383
Sun Dec 11 17:01:56 2022	1670749316	0	384	384	383
Sun Dec 11 17:01:57 2022	1670749317	0	384	384	384
Sun Dec 11 17:01:57 2022	1670749317	2	383	384	382
Sun Dec 11 17:01:55 2022	1670749315	0	384	384	383
Sun Dec 11 17:02:00 2022	1670749320	0	384	384	384
Sun Dec 11 17:01:54 2022	1670749314	0	384	384	383
Sun Dec 11 17:01:55 2022	1670749315	0	384	384	384
Sun Dec 11 17:02:00 2022	1670749320	0	384	384	384
Sun Dec 11 17:01:54 2022	1670749314	0	384	384	384
Sun Dec 11 17:02:00 2022	1670749320	0	384	384	384
Sun Dec 11 17:01:57 2022	1670749317	0	384	384	384
Sun Dec 11 17:01:58 2022	1670749318	0	384	385	383
Sun Dec 11 17:01:59 2022	1670749319	0	384	385	383
Sun Dec 11 17:01:58 2022	1670749318	0	384	385	384
Sun Dec 11 17:01:56 2022	1670749316	0	385	385	384
Sun Dec 11 17:01:59 2022	1670749319	0	384	385	384
Sun Dec 11 17:01:58 2022	1670749318	0	385	385	384
Sun Dec 11 17:02:00 2022	1670749320	0	385	385	384
Sun Dec 11 17:01:55 2022	1670749315	0	385	385	384
Sun Dec 11 17:01:58 2022	1670749318	0	385	385	384
Sun Dec 11 17:01:58 2022	1670749318	0	385	385	384
Sun Dec 11 17:01:54 2022	1670749314	0	385	385	382
Sun Dec 11 17:02:00 2022	1670749320	0	385	385	385
Sun Dec 11 17:01:56 2022	1670749316	0	385	385	384
Sun Dec 11 17:01:54 2022	1670749314	0	385	385	384
Sun Dec 11 17:02:00 2022	1670749320	0	385	385	385
Sun Dec 11 17:01:59 2022	1670749319	0	385	385	384
Sun Dec 11 17:01:57 2022	1670749317	0	385	385	385
Sun Dec 11 17:01:57 2022	1670749317	0	385	385	385
Sun Dec 11 17:01:56 2022	1670749316	0	385	385	385
Sun Dec 11 17:01:58 2022	1670749318	0	385	385	383
Sun Dec 11 17:01:55 2022	1670749315	0	385	385	385
Sun Dec 11 17:01:55 2022	1670749315	0	385	385	385
Sun Dec 11 17:01:55 2022	1670749315	0	385	385	385
Sun Dec 11 17:01:55 2022	1670749315	0	385	385	383
Sun Dec 11 17:02:01 2022	1670749321	0	385	385	385
Sun Dec 11 17:01:58 2022	1670749318	0	385	385	385
Sun Dec 11 17:01:58 2022	1670749318	0	385	386	384
Sun Dec 11 17:02:01 2022	1670749321	0	386	386	385
Sun Dec 11 17:01:56 2022	1670749316	0	386	386	385
Sun Dec 11 17:02:00 2022	1670749320	0	386	386	385
Sun Dec 11 17:01:55 2022	1670749315	0	386	386	385
Sun Dec 11 17:01:56 2022	1670749316	0	386	386	385
Sun Dec 11 17:01:58 2022	1670749318	0	386	386	384
Sun Dec 11 17:01:56 2022	1670749316	0	386	386	385
Sun Dec 11 17:01:57 2022	1670749317	0	386	386	385
Sun Dec 11 17:02:01 2022	1670749321	0	386	386	385
Sun Dec 11 17:01:58 2022	1670749318	0	386	386	385
Sun Dec 11 17:02:00 2022	1670749320	0	386	386	385
Sun Dec 11 17:01:55 2022	1670749315	0	386	386	385
Sun Dec 11 17:01:53 2022	1670749313	0	386	386	385
Sun Dec 11 17:01:57 2022	1670749317	0	386	386	385
Sun Dec 11 17:01:58 2022	1670749318	0	386	386	385
Sun Dec 11 17:01:59 2022	1670749319	1	386	386	385
Sun Dec 11 17:01:57 2022	1670749317	0	386	386	385
Sun Dec 11 17:01:57 2022	1670749317	0	386	387	386
Sun Dec 11 17:01:56 2022	1670749316	0	386	387	385
Sun Dec 11 17:01:58 2022	1670749318	0	387	387	386
Sun Dec 11 17:01:58 2022	1670749318	0	387	387	386
Sun Dec 11 17:02:00 2022	1670749320	0	386	387	386
Sun Dec 11 17:01:56 2022	1670749316	0	387	387	387
Sun Dec 11 17:01:58 2022	1670749318	0	387	387	386
Sun Dec 11 17:02:00 2022	1670749320	0	387	387	386
Sun Dec 11 17:01:58 2022	1670749318	0	387	387	386
Sun Dec 11 17:01:59 2022	1670749319	0	387	387	386
Sun Dec 11 17:01:59 2022	1670749319	0	387	387	386
Sun Dec 11 17:01:58 2022	1670749318	0	387	387	387
Sun Dec 11 17:01:55 2022	1670749315	0	387	387	387
Sun Dec 11 17:01:56 2022	1670749316	0	387	387	386
Sun Dec 11 17:01:59 2022	1670749319	0	387	387	386
Sun Dec 11 17:01:59 2022	1670749319	0	387	387	387
Sun Dec 11 17:02:00 2022	1670749320	0	387	387	387
Sun Dec 11 17:01:56 2022	1670749316	0	387	387	385
Sun Dec 11 17:02:00 2022	1670749320	0	387	387	387
Sun Dec 11 17:01:59 2022	1670749319	0	387	387	387
Sun Dec 11 17:01:56 2022	1670749316	0	387	387	387
Sun Dec 11 17:01:55 2022	1670749315	0	387	388	387
Sun Dec 11 17:01:54 2022	1670749314	0	388	388	387
Sun Dec 11 17:02:01 2022	1670749321	0	388	388	387
Sun Dec 11 17:01:58 2022	1670749318	0	388	388	387
Sun Dec 11 17:01:55 2022	1670749315	0	388	388	387
Sun Dec 11 17:01:55 2022	1670749315	0	388	388	387
Sun Dec 11 17:02:00 2022	1670749320	0	388	388	387
Sun Dec 11 17:01:56 2022	1670749316	0	388	388	387
Sun Dec 11 17:01:55 2022	1670749315	0	388	388	387
Sun Dec 11 17:01:56 2022	1670749316	0	388	388	387
Sun Dec 11 17:01:59 2022	1670749319	0	388	388	388
Sun Dec 11 17:02:00 2022	1670749320	0	388	388	388
Sun Dec 11 17:01:59 2022	1670749319	0	388	388	387
Sun Dec 11 17:01:56 2022	1670749316	0	388	388	388
Sun Dec 11 17:01:58 2022	1670749318	0	388	388	387
Sun Dec 11 17:01:58 2022	1670749318	0	388	388	387
Sun Dec 11 17:01:58 2022	1670749318	0	388	388	387
Sun Dec 11 17:01:56 2022	1670749316	0	388	388	387
Sun Dec 11 17:01:56 2022	1670749316	0	388	388	387
Sun Dec 11 17:01:56 2022	1670749316	0	388	388	388
Sun Dec 11 17:01:58 2022	1670749318	0	388	389	388
Sun Dec 11 17:02:00 2022	1670749320	0	388	389	388
Sun Dec 11 17:01:57 2022	1670749317	0	388	389	388
Sun Dec 11 17:01:56 2022	1670749316	0	388	389	388
Sun Dec 11 17:01:57 2022	1670749317	0	388	389	388
Sun Dec 11 17:01:54 2022	1670749314	0	388	389	388
Sun Dec 11 17:02:01 2022	1670749321	0	388	389	387
Sun Dec 11 17:01:58 2022	1670749318	0	388	389	387
Sun Dec 11 17:01:57 2022	1670749317	0	389	389	388
Sun Dec 11 17:01:58 2022	1670749318	0	389	389	388
Sun Dec 11 17:01:55 2022	1670749315	0	389	389	388
Sun Dec 11 17:01:56 2022	1670749316	0	389	389	388
Sun Dec 11 17:01:56 2022	1670749316	0	389	389	388
Sun Dec 11 17:01:57 2022	1670749317	0	389	389	389
Sun Dec 11 17:01:54 2022	1670749314	0	389	389	389
Sun Dec 11 17:02:00 2022	1670749320	0	389	389	388
Sun Dec 11 17:02:00 2022	1670749320	0	389	389	389
Sun Dec 11 17:01:57 2022	1670749317	0	389	389	389
Sun Dec 11 17:02:00 2022	1670749320	0	389	389	389
Sun Dec 11 17:01:57 2022	1670749317	0	389	389	388
Sun Dec 11 17:02:01 2022	1670749321	0	389	389	388
Sun Dec 11 17:01:55 2022	1670749315	0	389	389	389
Sun Dec 11 17:02:00 2022	1670749320	0	389	390	388
Sun Dec 11 17:01:58 2022	1670749318	0	389	390	389
Sun Dec 11 17:01:57 2022	1670749317	0	389	390	388
Sun Dec 11 17:01:59 2022	1670749319	0	389	390	389
Sun Dec 11 17:01:58 2022	1670749318	0	389	390	389
Sun Dec 11 17:01:57 2022	1670749317	0	390	390	389
Sun Dec 11 17:01:56 2022	1670749316	0	389	390	389
Sun Dec 11 17:01:59 2022	1670749319	0	390	390	389
Sun Dec 11 17:01:56 2022	1670749316	0	389	390	389
Sun Dec 11 17:01:54 2022	1670749314	0	389	390	389
Sun Dec 11 17:01:56 2022	1670749316	0	390	390	389
Sun Dec 11 17:01:58 2022	1670749318	0	390	390	389
Sun Dec 11 17:01:54 2022	1670749314	0	390	390	389
Sun Dec 11 17:01:57 2022	1670749317	0	390	390	389
Sun Dec 11 17:02:00 2022	1670749320	0	390	390	389
Sun Dec 11 17:01:57 2022	1670749317	0	390	390	389
Sun Dec 11 17:01:56 2022	1670749316	0	390	390	389
Sun Dec 11 17:02:01 2022	1670749321	0	390	390	389
Sun Dec 11 17:01:59 2022	1670749319	0	390	390	389
Sun Dec 11 17:01:56 2022	1670749316	0	390	390	389
Sun Dec 11 17:01:58 2022	1670749318	0	390	390	389
Sun Dec 11 17:02:01 2022	1670749321	0	390	390	390
Sun Dec 11 17:01:56 2022	1670749316	0	390	390	390
Sun Dec 11 17:01:55 2022	1670749315	0	390	390	389
Sun Dec 11 17:01:54 2022	1670749314	0	390	390	389
Sun Dec 11 17:02:01 2022	1670749321	0	390	390	389
Sun Dec 11 17:01:58 2022	1670749318	0	390	390	390
Sun Dec 11 17:01:54 2022	1670749314	0	390	390	389
Sun Dec 11 17:01:57 2022	1670749317	0	390	390	389
Sun Dec 11 17:01:54 2022	1670749314	0	390	390	390
Sun Dec 11 17:01:54 2022	1670749314	0	390	390	388
Sun Dec 11 17:01:58 2022	1670749318	0	390	390	390
Sun Dec 11 17:02:00 2022	1670749320	0	390	390	390
Sun Dec 11 17:01:55 2022	1670749315	0	390	390	390
Sun Dec 11 17:01:59 2022	1670749319	0	390	391	390
Sun Dec 11 17:01:56 2022	1670749316	0	391	391	390
Sun Dec 11 17:01:58 2022	1670749318	0	391	391	390
Sun Dec 11 17:01:55 2022	1670749315	0	391	391	390
Sun Dec 11 17:01:55 2022	1670749315	0	391	391	389
Sun Dec 11 17:02:01 2022	1670749321	0	391	391	390
Sun Dec 11 17:01:55 2022	1670749315	0	391	391	390
Sun Dec 11 17:01:57 2022	1670749317	0	391	391	390
Sun Dec 11 17:01:57 2022	1670749317	0	391	391	391
Sun Dec 11 17:01:58 2022	1670749318	0	391	391	390
Sun Dec 11 17:01:58 2022	1670749318	0	391	391	391
Sun Dec 11 17:01:58 2022	1670749318	0	391	391	390
Sun Dec 11 17:01:58 2022	1670749318	0	391	391	391
Sun Dec 11 17:01:54 2022	1670749314	0	391	391	390
Sun Dec 11 17:02:00 2022	1670749320	0	391	391	391
Sun Dec 11 17:01:56 2022	1670749316	0	391	391	391
Sun Dec 11 17:01:57 2022	1670749317	0	391	391	391
Sun Dec 11 17:01:57 2022	1670749317	0	391	391	391
Sun Dec 11 17:02:00 2022	1670749320	0	391	391	391
Sun Dec 11 17:01:59 2022	1670749319	0	391	391	391
Sun Dec 11 17:01:57 2022	1670749317	0	391	391	391
Sun Dec 11 17:01:58 2022	1670749318	0	391	391	390
Sun Dec 11 17:02:00 2022	1670749320	0	391	392	391
Sun Dec 11 17:02:01 2022	1670749321	0	391	392	391
Sun Dec 11 17:01:57 2022	1670749317	0	391	392	391
Sun Dec 11 17:01:57 2022	1670749317	0	391	392	391
Sun Dec 11 17:01:59 2022	1670749319	0	392	392	391
Sun Dec 11 17:02:00 2022	1670749320	0	392	392	391
Sun Dec 11 17:02:01 2022	1670749321	0	392	392	391
Sun Dec 11 17:01:57 2022	1670749317	0	392	392	391
Sun Dec 11 17:01:54 2022	1670749314	0	392	392	391
Sun Dec 11 17:01:54 2022	1670749314	0	392	392	391
Sun Dec 11 17:01:58 2022	1670749318	0	392	392	391
Sun Dec 11 17:01:57 2022	1670749317	0	392	392	391
Sun Dec 11 17:01:56 2022	1670749316	0	392	392	391
Sun Dec 11 17:01:58 2022	1670749318	0	392	392	391
Sun Dec 11 17:01:56 2022	1670749316	0	392	392	391
Sun Dec 11 17:01:59 2022	1670749319	0	392	392	391
Sun Dec 11 17:01:59 2022	1670749319	0	392	392	392
Sun Dec 11 17:01:58 2022	1670749318	1	391	392	391
Sun Dec 11 17:01:57 2022	1670749317	0	392	392	391
Sun Dec 11 17:01:57 2022	1670749317	0	392	392	392
Sun Dec 11 17:02:00 2022	1670749320	0	392	392	391
Sun Dec 11 17:02:00 2022	1670749320	0	392	392	392
Sun Dec 11 17:01:55 2022	1670749315	0	392	392	392
Sun Dec 11 17:01:55 2022	1670749315	0	392	392	392
Sun Dec 11 17:01:54 2022	1670749314	0	392	392	392
Sun Dec 11 17:01:56 2022	1670749316	0	392	392	392
Sun Dec 11 17:01:59 2022	1670749319	0	392	392	391
Sun Dec 11 17:01:56 2022	1670749316	0	392	392	392
Sun Dec 11 17:01:54 2022	1670749314	0	392	392	392
Sun Dec 11 17:01:54 2022	1670749314	0	392	392	391
Sun Dec 11 17:01:59 2022	1670749319	0	392	392	392
Sun Dec 11 17:01:58 2022	1670749318	0	392	393	392
Sun Dec 11 17:01:56 2022	1670749316	0	392	393	392
Sun Dec 11 17:01:58 2022	1670749318	0	392	393	391
Sun Dec 11 17:01:59 2022	1670749319	0	393	393	392
Sun Dec 11 17:01:58 2022	1670749318	0	392	393	392
Sun Dec 11 17:02:01 2022	1670749321	0	392	393	392
Sun Dec 11 17:01:58 2022	1670749318	0	393	393	392
Sun Dec 11 17:01:57 2022	1670749317	0	393	393	392
Sun Dec 11 17:01:55 2022	1670749315	0	393	393	392
Sun Dec 11 17:01:58 2022	1670749318	0	393	393	392
Sun Dec 11 17:02:00 2022	1670749320	0	393	393	392
Sun Dec 11 17:01:58 2022	1670749318	0	393	393	392
Sun Dec 11 17:01:54 2022	1670749314	0	393	393	392
Sun Dec 11 17:01:59 2022	1670749319	0	393	393	392
Sun Dec 11 17:01:57 2022	1670749317	0	393	393	393
Sun Dec 11 17:01:56 2022	1670749316	0	393	393	393
Sun Dec 11 17:01:57 2022	1670749317	0	393	393	393
Sun Dec 11 17:01:56 2022	1670749316	0	393	393	392
Sun Dec 11 17:01:59 2022	1670749319	0	393	393	393
Sun Dec 11 17:01:58 2022	1670749318	0	393	393	392
Sun Dec 11 17:01:59 2022	1670749319	0	393	393	392
Sun Dec 11 17:01:56 2022	1670749316	0	393	393	393
Sun Dec 11 17:01:56 2022	1670749316	0	393	393	393
Sun Dec 11 17:01:59 2022	1670749319	0	393	393	393
Sun Dec 11 17:01:56 2022	1670749316	0	393	393	393
Sun Dec 11 17:02:00 2022	1670749320	0	393	393	392
Sun Dec 11 17:01:57 2022	1670749317	0	393	393	393
Sun Dec 11 17:01:56 2022	1670749316	0	393	394	393
Sun Dec 11 17:01:58 2022	1670749318	0	393	394	393
Sun Dec 11 17:01:59 2022	1670749319	0	393	394	393
Sun Dec 11 17:01:58 2022	1670749318	0	394	394	393
Sun Dec 11 17:01:55 2022	1670749315	0	394	394	393
Sun Dec 11 17:02:01 2022	1670749321	0	394	394	393
Sun Dec 11 17:02:00 2022	1670749320	0	394	394	393
Sun Dec 11 17:02:00 2022	1670749320	0	394	394	394
Sun Dec 11 17:01:59 2022	1670749319	0	394	394	393
Sun Dec 11 17:01:58 2022	1670749318	0	394	394	392
Sun Dec 11 17:01:58 2022	1670749318	0	394	394	394
Sun Dec 11 17:01:57 2022	1670749317	0	394	394	394
Sun Dec 11 17:01:54 2022	1670749314	0	394	394	393
Sun Dec 11 17:01:55 2022	1670749315	0	394	394	393
Sun Dec 11 17:01:59 2022	1670749319	0	394	394	394
Sun Dec 11 17:01:59 2022	1670749319	0	394	394	394
Sun Dec 11 17:01:58 2022	1670749318	0	394	395	394
Sun Dec 11 17:01:59 2022	1670749319	0	394	395	394
Sun Dec 11 17:01:55 2022	1670749315	0	395	395	394
Sun Dec 11 17:01:57 2022	1670749317	0	395	395	394
Sun Dec 11 17:01:55 2022	1670749315	0	395	395	394
Sun Dec 11 17:01:59 2022	1670749319	0	395	395	394
Sun Dec 11 17:01:58 2022	1670749318	0	395	395	394
Sun Dec 11 17:01:56 2022	1670749316	0	395	395	395
Sun Dec 11 17:01:53 2022	1670749313	0	395	395	394
Sun Dec 11 17:01:56 2022	1670749316	2	393	395	393
Sun Dec 11 17:01:58 2022	1670749318	0	395	395	395
Sun Dec 11 17:01:59 2022	1670749319	0	395	395	394
Sun Dec 11 17:01:57 2022	1670749317	0	395	395	394
Sun Dec 11 17:01:55 2022	1670749315	0	395	395	395
Sun Dec 11 17:01:59 2022	1670749319	0	395	395	395
Sun Dec 11 17:01:56 2022	1670749316	0	395	395	395
Sun Dec 11 17:01:59 2022	1670749319	0	395	395	395
Sun Dec 11 17:01:58 2022	1670749318	0	395	395	394
Sun Dec 11 17:02:00 2022	1670749320	0	395	395	395
Sun Dec 11 17:01:56 2022	1670749316	0	395	395	395
Sun Dec 11 17:01:58 2022	1670749318	0	395	395	395
Sun Dec 11 17:01:55 2022	1670749315	0	395	396	395
Sun Dec 11 17:01:56 2022	1670749316	0	395	396	395
Sun Dec 11 17:01:55 2022	1670749315	0	395	396	395
Sun Dec 11 17:02:00 2022	1670749320	0	395	396	395
Sun Dec 11 17:01:59 2022	1670749319	0	395	396	395
Sun Dec 11 17:01:55 2022	1670749315	0	396	396	395
Sun Dec 11 17:01:58 2022	1670749318	0	395	396	395
Sun Dec 11 17:01:59 2022	1670749319	0	396	396	395
Sun Dec 11 17:01:58 2022	1670749318	0	396	396	395
Sun Dec 11 17:01:56 2022	1670749316	0	396	396	395
Sun Dec 11 17:01:59 2022	1670749319	0	396	396	395
Sun Dec 11 17:01:54 2022	1670749314	0	396	396	396
Sun Dec 11 17:01:55 2022	1670749315	0	396	396	396
Sun Dec 11 17:01:56 2022	1670749316	0	396	396	396
Sun Dec 11 17:02:01 2022	1670749321	0	396	396	395
Sun Dec 11 17:02:00 2022	1670749320	0	396	396	396
Sun Dec 11 17:01:59 2022	1670749319	0	396	396	396
Sun Dec 11 17:01:58 2022	1670749318	0	396	396	396
Sun Dec 11 17:02:00 2022	1670749320	0	396	396	396
Sun Dec 11 17:02:01 2022	1670749321	0	396	396	396
Sun Dec 11 17:01:56 2022	1670749316	0	396	396	392
Sun Dec 11 17:01:55 2022	1670749315	0	396	397	396
Sun Dec 11 17:01:55 2022	1670749315	0	396	397	396
Sun Dec 11 17:01:59 2022	1670749319	0	396	397	396
Sun Dec 11 17:02:00 2022	1670749320	0	397	397	396
Sun Dec 11 17:01:59 2022	1670749319	0	397	397	394
Sun Dec 11 17:01:58 2022	1670749318	0	397	397	396
Sun Dec 11 17:01:55 2022	1670749315	0	397	397	397
Sun Dec 11 17:01:56 2022	1670749316	0	397	397	396
Sun Dec 11 17:02:00 2022	1670749320	0	397	397	396
Sun Dec 11 17:01:57 2022	1670749317	0	397	397	396
Sun Dec 11 17:01:58 2022	1670749318	0	397	397	397
Sun Dec 11 17:02:00 2022	1670749320	0	397	397	397
Sun Dec 11 17:01:57 2022	1670749317	0	397	397	396
Sun Dec 11 17:01:55 2022	1670749315	0	397	397	397
Sun Dec 11 17:01:58 2022	1670749318	0	397	397	396
Sun Dec 11 17:01:54 2022	1670749314	0	397	397	396
Sun Dec 11 17:01:59 2022	1670749319	0	397	397	397
Sun Dec 11 17:01:58 2022	1670749318	0	397	397	396
Sun Dec 11 17:02:00 2022	1670749320	0	397	397	396
Sun Dec 11 17:01:59 2022	1670749319	0	397	397	396
Sun Dec 11 17:01:53 2022	1670749313	0	397	397	397
Sun Dec 11 17:01:56 2022	1670749316	0	397	398	397
Sun Dec 11 17:01:58 2022	1670749318	0	397	398	397
Sun Dec 11 17:01:57 2022	1670749317	0	398	398	397
Sun Dec 11 17:01:56 2022	1670749316	0	398	398	397
Sun Dec 11 17:01:58 2022	1670749318	0	398	398	397
Sun Dec 11 17:01:57 2022	1670749317	0	398	398	397
Sun Dec 11 17:01:54 2022	1670749314	0	398	398	397
Sun Dec 11 17:01:59 2022	1670749319	0	398	398	397
Sun Dec 11 17:01:54 2022	1670749314	0	398	398	397
Sun Dec 11 17:02:00 2022	1670749320	0	398	398	397
Sun Dec 11 17:01:59 2022	1670749319	0	398	398	397
Sun Dec 11 17:01:58 2022	1670749318	0	398	398	397
Sun Dec 11 17:01:56 2022	1670749316	0	398	398	397
Sun Dec 11 17:02:01 2022	1670749321	0	398	398	397
Sun Dec 11 17:02:00 2022	1670749320	0	398	398	398
Sun Dec 11 17:01:56 2022	1670749316	0	398	398	397
Sun Dec 11 17:01:56 2022	1670749316	0	398	398	398
Sun Dec 11 17:01:55 2022	1670749315	0	398	398	398
Sun Dec 11 17:01:54 2022	1670749314	0	398	398	398
Sun Dec 11 17:02:00 2022	1670749320	0	398	398	398
Sun Dec 11 17:02:00 2022	1670749320	0	398	398	397
Sun Dec 11 17:02:00 2022	1670749320	0	398	399	398
Sun Dec 11 17:01:59 2022	1670749319	0	398	399	398
Sun Dec 11 17:01:56 2022	1670749316	0	398	399	398
Sun Dec 11 17:02:00 2022	1670749320	0	398	399	397
Sun Dec 11 17:02:00 2022	1670749320	0	398	399	398
Sun Dec 11 17:01:58 2022	1670749318	0	398	399	398
Sun Dec 11 17:01:56 2022	1670749316	0	399	399	398
Sun Dec 11 17:01:55 2022	1670749315	0	399	399	398
Sun Dec 11 17:01:56 2022	1670749316	0	399	399	398
Sun Dec 11 17:01:59 2022	1670749319	0	399	399	398
Sun Dec 11 17:01:59 2022	1670749319	0	399	399	398
Sun Dec 11 17:01:55 2022	1670749315	0	399	399	398
Sun Dec 11 17:01:59 2022	1670749319	0	399	399	398
Sun Dec 11 17:01:55 2022	1670749315	0	399	399	398
Sun Dec 11 17:01:56 2022	1670749316	0	399	399	398
Sun Dec 11 17:02:00 2022	1670749320	0	399	399	397
Sun Dec 11 17:01:57 2022	1670749317	0	399	399	398
Sun Dec 11 17:01:55 2022	1670749315	0	399	399	399
Sun Dec 11 17:01:58 2022	1670749318	0	399	399	399
Sun Dec 11 17:02:00 2022	1670749320	0	399	399	399
Sun Dec 11 17:02:00 2022	1670749320	0	399	399	399
Sun Dec 11 17:02:00 2022	1670749320	0	399	400	399
Sun Dec 11 17:02:00 2022	1670749320	0	399	400	398
Sun Dec 11 17:01:58 2022	1670749318	0	399	400	399
Sun Dec 11 17:01:56 2022	1670749316	0	399	400	399
Sun Dec 11 17:01:59 2022	1670749319	0	400	400	399
Sun Dec 11 17:01:57 2022	1670749317	0	400	400	399
Sun Dec 11 17:01:58 2022	1670749318	0	400	400	399
Sun Dec 11 17:01:59 2022	1670749319	0	400	400	399
Sun Dec 11 17:02:01 2022	1670749321	0	400	400	399
Sun Dec 11 17:01:58 2022	1670749318	0	400	400	399
Sun Dec 11 17:01:56 2022	1670749316	0	400	400	399
Sun Dec 11 17:01:56 2022	1670749316	0	400	400	399
